origin,destination,flow
22,9,5.172413793103448e-05
22,10,0.0
22,11,0.0
22,12,0.00014827586206896551
22,13,0.0
22,14,0.0
22,15,0.00014827586206896551
22,16,4.8275862068965517e-05
22,17,0.006555172413793104
22,18,4.8275862068965517e-05
22,19,4.8275862068965517e-05
22,20,0.0002931034482758621
22,21,0.01944137931034483
22,22,0.9509586206896554
22,23,0.008813793103448276
22,24,0.006324137931034482
22,25,0.003358620689655172
22,26,0.0013103448275862066
22,27,0.0009137931034482756
22,28,0.0007379310344827585
22,29,0.0
22,30,4.8275862068965517e-05
22,32,0.0
22,33,4.8275862068965517e-05
22,34,0.0
22,35,0.0
22,36,4.8275862068965517e-05
22,37,0.00014827586206896551
22,38,4.8275862068965517e-05
22,39,4.8275862068965517e-05
22,40,4.8275862068965517e-05
22,41,0.0
22,42,0.0
22,43,0.0
22,44,0.0
22,46,4.8275862068965517e-05
22,48,0.0
22,49,0.0
22,50,0.0
22,51,4.8275862068965517e-05
22,52,0.0
22,55,0.0
22,58,0.0
22,59,0.0
22,66,0.0
22,67,0.0
22,69,0.0
22,71,4.8275862068965517e-05
22,72,0.0
22,79,0.0
22,80,0.0
22,90,0.0
22,93,4.8275862068965517e-05
22,96,4.8275862068965517e-05
22,97,0.0
22,98,0.0
22,99,0.0
22,108,5.172413793103448e-05
22,109,0.0
23,1,4.8275862068965517e-05
23,2,0.00015517241379310346
23,3,0.00015172413793103449
23,4,0.00010689655172413795
23,5,0.00019999999999999998
23,6,0.0003068965517241379
23,7,0.0
23,9,0.0
23,10,5.172413793103448e-05
23,11,5.172413793103448e-05
23,12,0.0003034482758620689
23,13,0.00015172413793103449
23,14,9.999999999999999e-05
23,15,0.0009758620689655173
23,16,0.0007586206896551724
23,17,0.011351724137931037
23,18,0.00019999999999999998
23,19,0.0005068965517241379
23,20,0.01996896551724138
23,21,0.0011758620689655175
23,22,0.009693103448275864
23,23,0.8820551724137932
23,24,0.03187586206896552
23,25,0.00025172413793103453
23,26,0.0017379310344827583
23,27,0.003958620689655172
23,28,0.016306896551724136
23,29,0.010696551724137932
23,30,5.172413793103448e-05
23,31,0.0
23,32,0.0
23,33,0.0003068965517241379
23,34,0.00015517241379310346
23,35,0.00046206896551724135
23,36,0.0007655172413793104
23,37,0.0008206896551724137
23,38,0.0007689655172413794
23,39,0.0005655172413793103
23,40,0.0003586206896551724
23,41,5.172413793103448e-05
23,42,0.0
23,44,0.0
23,45,0.0
23,46,0.00010344827586206896
23,47,9.999999999999999e-05
23,48,0.00035172413793103447
23,49,0.00020689655172413793
23,50,5.172413793103448e-05
23,51,5.172413793103448e-05
23,52,0.0
23,53,5.172413793103448e-05
23,54,5.172413793103448e-05
23,55,5.172413793103448e-05
23,56,0.0
23,57,0.0
23,58,4.8275862068965517e-05
23,60,5.172413793103448e-05
23,63,0.0
23,64,0.0
23,66,0.0
23,67,4.8275862068965517e-05
23,68,0.0
23,69,0.0
23,70,0.00031379310344827586
23,71,5.172413793103448e-05
23,72,0.0
23,74,0.0
23,75,0.0
23,82,0.0
23,87,4.8275862068965517e-05
23,93,0.00015172413793103446
23,96,0.0
23,97,9.999999999999999e-05
23,98,5.172413793103448e-05
23,99,0.00015172413793103446
23,103,0.0
23,108,0.0002517241379310345
23,109,0.0003068965517241379
23,111,0.0
24,1,0.0
24,3,0.0
24,4,4.8275862068965517e-05
24,5,0.0
24,6,4.482758620689655e-05
24,7,0.0
24,10,5.172413793103448e-05
24,11,0.0
24,12,0.0001413793103448276
24,13,4.482758620689655e-05
24,14,0.0
24,15,0.00048275862068965523
24,16,0.00033103448275862075
24,17,0.001082758620689655
24,18,5.172413793103448e-05
24,19,0.00014482758620689654
24,20,0.00106551724137931
24,21,0.0001413793103448276
24,22,0.005606896551724137
24,23,0.029051724137931032
24,24,0.8668551724137931
24,25,0.005337931034482759
24,26,0.0215551724137931
24,27,0.009296551724137932
24,28,0.05355862068965517
24,29,0.0016310344827586204
24,30,0.0002793103448275862
24,31,4.482758620689655e-05
24,32,9.310344827586207e-05
24,33,4.482758620689655e-05
24,34,0.0
24,35,4.8275862068965517e-05
24,36,9.310344827586207e-05
24,37,0.0005827586206896551
24,38,0.0006620689655172412
24,39,9.310344827586207e-05
24,40,0.00018965517241379312
24,41,0.0
24,42,0.0
24,44,0.0
24,45,0.0
24,46,0.0
24,48,9.310344827586207e-05
24,49,0.00047586206896551724
24,51,0.0
24,52,4.482758620689655e-05
24,53,4.8275862068965517e-05
24,54,0.0
24,55,0.0
24,58,0.0
24,59,0.0
24,60,5.172413793103448e-05
24,63,4.8275862068965517e-05
24,68,0.0
24,70,0.0
24,71,0.0
24,93,0.0004275862068965517
24,96,0.0
24,97,0.0
24,98,0.0
24,99,0.0
24,100,0.0
24,103,0.0
24,108,0.00014827586206896551
25,1,0.0
25,5,0.0
25,13,0.00037586206896551724
25,14,0.0002448275862068966
25,15,0.0
25,16,0.0
25,17,0.0002517241379310345
25,18,0.0
25,19,0.0
25,20,0.0
25,21,0.0031620689655172413
25,22,0.009610344827586208
25,23,0.00011724137931034482
25,24,0.012741379310344825
25,25,0.9108655172413794
25,26,0.04132068965517241
25,27,0.0062103448275862075
25,28,0.005262068965517242
25,29,0.00011724137931034482
25,30,0.007724137931034482
25,31,0.0
25,32,0.00011724137931034482
25,33,0.0
25,35,0.0
25,36,0.0
25,37,0.0005206896551724138
25,38,0.00024137931034482756
25,39,0.00011724137931034482
25,40,0.0
25,41,0.0
25,42,0.0
25,45,0.0
25,48,0.0
25,49,0.0
25,51,0.0
25,52,0.0
25,55,0.0
25,58,0.0
25,60,0.0
25,80,0.0
25,90,0.0
25,93,0.0009931034482758621
25,97,0.0
25,99,0.0
25,103,0.0
25,108,0.0
26,1,4.482758620689655e-05
26,2,0.0
26,3,0.0
26,4,0.0
26,6,4.482758620689655e-05
26,10,0.0
26,11,0.0
26,12,0.0
26,13,0.0
26,14,0.0
26,15,0.0004517241379310344
26,16,0.0003172413793103448
26,17,0.0003172413793103448
26,18,0.0
26,19,8.96551724137931e-05
26,20,0.00022758620689655173
26,21,0.0002689655172413793
26,22,0.0010310344827586205
26,23,0.0016172413793103448
26,24,0.018720689655172415
26,25,0.018089655172413795
26,26,0.8328068965517244
26,27,0.06721724137931036
26,28,0.03007931034482758
26,29,0.0009241379310344827
26,30,0.002320689655172413
26,31,0.0005517241379310345
26,32,0.00017586206896551723
26,33,0.0
26,34,0.0
26,35,4.482758620689655e-05
26,36,8.96551724137931e-05
26,37,0.0006344827586206895
26,38,0.0
26,39,0.00027586206896551725
26,40,4.482758620689655e-05
26,41,0.0
26,42,4.482758620689655e-05
26,46,8.96551724137931e-05
26,47,4.482758620689655e-05
26,48,8.96551724137931e-05
26,50,0.0
26,52,0.0
26,53,8.96551724137931e-05
26,54,0.0
26,57,0.0
26,58,0.00018620689655172415
26,59,0.0
26,60,0.00036206896551724136
26,61,0.0
26,63,0.000855172413793103
26,67,8.96551724137931e-05
26,68,9.310344827586207e-05
26,72,0.0
26,74,0.0
26,75,0.0
26,79,0.0
26,82,0.0
26,86,0.0
26,87,0.0
26,92,4.482758620689655e-05
26,93,0.021486206896551723
26,98,0.00013103448275862068
26,99,0.0
26,108,4.482758620689655e-05
27,1,5.172413793103448e-05
27,3,0.0
27,4,0.0
27,6,0.0
27,7,0.0
27,9,0.0
27,10,5.172413793103448e-05
27,11,0.0
27,12,4.482758620689655e-05
27,13,0.0
27,15,0.00015172413793103449
27,16,0.00014827586206896551
27,17,0.0009931034482758617
27,18,0.00015517241379310346
27,19,9.999999999999999e-05
27,20,4.8275862068965517e-05
27,21,0.0
27,22,0.0004862068965517242
27,23,0.0025482758620689657
27,24,0.0072724137931034485
27,25,0.0023413793103448277
27,26,0.06852413793103448
27,27,0.7886896551724137
27,28,0.08480344827586205
27,29,0.012562068965517242
27,30,0.01069655172413793
27,31,0.0008758620689655173
27,32,0.0001896551724137931
27,33,0.0
27,34,0.00034137931034482763
27,35,0.0
27,36,9.999999999999999e-05
27,37,0.0004931034482758621
27,38,0.0016655172413793102
27,39,0.00010344827586206896
27,40,0.0
27,41,0.0
27,42,4.8275862068965517e-05
27,45,0.0
27,46,0.0
27,47,0.0
27,48,0.0
27,50,0.0
27,51,5.172413793103448e-05
27,52,4.8275862068965517e-05
27,53,0.0
27,58,5.172413793103448e-05
27,60,4.8275862068965517e-05
27,61,0.0
27,63,0.0
27,66,0.0
27,67,0.0
27,69,0.0
27,70,0.0
27,71,0.0
27,72,0.0
27,82,0.0
27,83,0.0
27,87,0.0
27,90,0.0
27,92,0.0
27,93,0.01583448275862069
27,96,0.0
27,97,0.0
27,98,0.00019310344827586207
27,99,0.0
27,100,4.8275862068965517e-05
27,108,0.00015517241379310346
27,109,0.0
27,110,4.8275862068965517e-05
27,111,0.0
28,1,0.0
28,2,3.793103448275862e-05
28,3,3.793103448275862e-05
28,4,0.0
28,5,0.0
28,6,4.137931034482758e-05
28,7,0.0
28,9,0.0
28,10,0.0
28,12,0.00012413793103448277
28,13,0.0
28,14,4.137931034482758e-05
28,15,0.0004482758620689655
28,16,0.00020344827586206895
28,17,0.0006379310344827586
28,18,0.00020344827586206895
28,19,0.0004586206896551724
28,20,0.0007310344827586206
28,21,0.0
28,22,0.0005758620689655172
28,23,0.012672413793103448
28,24,0.047568965517241386
28,25,0.0022413793103448275
28,26,0.02867241379310345
28,27,0.0722103448275862
28,28,0.795741379310345
28,29,0.029679310344827587
28,30,0.0004896551724137932
28,31,0.00011724137931034484
28,32,8.275862068965516e-05
28,33,0.00016551724137931032
28,34,8.275862068965516e-05
28,35,0.0001275862068965517
28,36,0.0002896551724137931
28,37,0.001793103448275862
28,38,0.0008413793103448275
28,39,0.000396551724137931
28,40,0.0002896551724137931
28,41,7.93103448275862e-05
28,42,0.0
28,44,0.0
28,46,0.0
28,47,0.0
28,48,0.00036551724137931036
28,49,3.793103448275862e-05
28,50,8.620689655172413e-05
28,51,4.137931034482758e-05
28,52,0.0
28,53,0.0
28,54,0.0
28,55,0.0
28,56,0.0
28,57,0.0
28,58,4.137931034482758e-05
28,59,0.0002068965517241379
28,60,0.0007517241379310344
28,61,0.0
28,63,0.0
28,65,0.0
28,66,0.0
28,67,3.793103448275862e-05
28,68,0.0
28,70,0.0
28,71,0.0
28,72,0.0
28,78,0.0
28,87,0.0
28,93,0.0009724137931034482
28,96,0.0
28,97,3.793103448275862e-05
28,98,7.93103448275862e-05
28,99,4.482758620689655e-05
28,100,0.0
28,103,0.0
28,108,0.00019999999999999998
29,1,0.0007206896551724139
29,4,0.0
29,6,0.00014482758620689654
29,12,0.0
29,15,0.0001586206896551724
29,16,0.0
29,17,0.00015172413793103449
29,18,0.00015517241379310343
29,19,0.00014482758620689654
29,20,0.01096551724137931
29,21,0.0
29,22,0.0
29,23,0.031148275862068964
29,24,0.005717241379310344
29,25,0.0003034482758620689
29,26,0.0024172413793103445
29,27,0.0341
29,28,0.10213448275862069
29,29,0.7381103448275863
29,30,0.0
29,31,0.0
29,33,0.0
29,34,0.00016206896551724137
29,35,0.0002793103448275862
29,36,0.005093103448275862
29,37,0.007403448275862068
29,38,0.0585896551724138
29,39,0.0008758620689655173
29,40,0.00013793103448275863
29,41,0.0
29,42,0.0001586206896551724
29,43,0.0
29,45,0.0
29,46,0.0
29,47,0.00014827586206896551
29,48,0.00028620689655172414
29,50,0.0
29,51,0.0
29,52,0.0
29,53,0.0
29,54,0.0
29,58,0.00029655172413793103
29,67,0.0
29,68,0.0
29,71,0.0
29,93,0.00016206896551724137
29,96,0.0
29,97,0.0
29,98,0.0
29,99,0.0
29,108,0.0
30,1,0.0
30,2,0.0
30,3,0.0
30,6,0.0
30,12,6.551724137931034e-05
30,13,6.551724137931034e-05
30,15,0.0
30,16,0.0
30,17,6.896551724137931e-05
30,18,0.0
30,19,0.0
30,20,0.0
30,21,0.0002689655172413793
30,22,6.896551724137931e-05
30,23,0.00013103448275862068
30,24,0.0002689655172413793
30,25,0.003289655172413793
30,26,0.0030482758620689657
30,27,0.015006896551724139
30,28,0.0007931034482758619
30,29,0.0
30,30,0.8938344827586207
30,31,0.042924137931034494
30,32,0.006813793103448277
30,33,0.0
30,35,0.00013448275862068965
30,36,6.551724137931034e-05
30,37,0.0
30,38,6.896551724137931e-05
30,39,6.551724137931034e-05
30,40,0.0
30,41,0.0
30,42,0.0
30,45,0.0
30,47,0.0
30,48,0.0
30,50,0.0
30,52,0.0
30,53,6.551724137931034e-05
30,58,0.0
30,60,6.896551724137931e-05
30,69,0.0
30,71,0.0
30,82,0.0
30,89,0.0
30,93,0.03285862068965517
30,97,0.0
30,98,0.0
30,108,0.0
31,12,0.0
31,15,0.0
31,17,0.0
31,20,0.0
31,21,0.00031034482758620686
31,23,0.0
31,24,0.0
31,25,0.0
31,26,0.0023448275862068967
31,27,0.0034068965517241386
31,28,0.00029655172413793103
31,29,0.0
31,30,0.18592413793103454
31,31,0.7662344827586207
31,32,0.03664827586206897
31,33,0.0
31,34,0.0
31,35,0.0
31,36,0.0
31,37,0.0002793103448275862
31,48,0.0
31,58,0.0
31,63,0.0
31,71,0.0
31,93,0.004555172413793104
31,99,0.0
31,108,0.0
32,4,0.0
32,6,0.0
32,10,0.0
32,15,0.0
32,17,0.0002413793103448276
32,19,0.00024827586206896553
32,21,0.0
32,22,0.0
32,23,0.0
32,24,0.0004586206896551724
32,25,0.0
32,26,0.0007137931034482759
32,27,0.0009689655172413793
32,28,0.0007241379310344828
32,29,0.0
32,30,0.021375862068965516
32,31,0.03761379310344827
32,32,0.9359689655172415
32,37,0.0
32,38,0.0
32,39,0.0002448275862068966
32,41,0.0
32,42,0.0
32,48,0.0
32,58,0.0
32,93,0.0014517241379310344
32,98,0.0
33,1,0.0009551724137931034
33,2,0.0003275862068965517
33,3,0.0003
33,4,0.0004620689655172414
33,5,0.0006241379310344827
33,6,0.0031310344827586204
33,7,0.0
33,8,0.0
33,9,0.0
33,10,0.0014103448275862068
33,11,0.00031379310344827586
33,12,0.0003103448275862069
33,13,0.00016551724137931032
33,14,0.00014827586206896551
33,15,0.007758620689655173
33,16,0.002196551724137931
33,17,0.006451724137931035
33,18,0.01919310344827586
33,19,0.02122758620689655
33,20,0.003444827586206896
33,21,0.0
33,22,0.0
33,23,0.0009379310344827587
33,24,0.0003068965517241379
33,25,0.0
33,26,0.0
33,27,0.0
33,28,0.0006103448275862069
33,29,0.0
33,31,0.0
33,33,0.8775034482758621
33,34,0.021537931034482757
33,35,0.0023862068965517236
33,36,0.001293103448275862
33,37,0.002172413793103448
33,38,0.00016551724137931032
33,39,0.0010965517241379311
33,40,0.0009586206896551725
33,41,0.00031034482758620686
33,42,0.00033793103448275864
33,44,0.0
33,45,0.0004586206896551724
33,46,0.0004689655172413793
33,47,0.0
33,48,0.0001586206896551724
33,49,0.0
33,50,0.0
33,51,0.0
33,52,0.0
33,55,0.0
33,58,0.00047586206896551724
33,60,0.0
33,61,0.0
33,67,0.0
33,69,0.0
33,71,0.0
33,87,0.0
33,93,0.0
33,96,0.0
33,97,0.0011068965517241377
33,98,0.017744827586206893
33,99,0.0
33,100,0.0001586206896551724
33,103,0.0
33,108,0.001410344827586207
33,109,0.0
34,1,0.0003586206896551724
34,2,0.0
34,3,0.00035517241379310347
34,4,0.0
34,5,0.0
34,6,0.00023793103448275862
34,7,0.0
34,8,0.0
34,9,0.0
34,10,0.00022758620689655173
34,11,0.002703448275862069
34,12,0.0001103448275862069
34,13,0.0004689655172413793
34,14,0.0004655172413793103
34,15,0.0026931034482758623
34,16,0.0020965517241379314
34,17,0.0029068965517241386
34,18,0.0007965517241379311
34,19,0.01023448275862069
34,20,0.006586206896551723
34,21,0.0
34,22,0.0
34,23,0.00012413793103448277
34,24,0.00024827586206896553
34,26,0.0
34,27,0.00023448275862068965
34,28,0.00023793103448275862
34,29,0.00033793103448275864
34,30,0.0
34,33,0.015068965517241384
34,34,0.8809620689655173
34,35,0.05343103448275861
34,36,0.003272413793103449
34,37,0.0036448275862068966
34,38,0.002010344827586207
34,39,0.00045517241379310346
34,40,0.0008137931034482758
34,41,0.00012758620689655174
34,42,0.00011724137931034482
34,43,0.0
34,44,0.0
34,45,0.003889655172413793
34,46,0.00046551724137931035
34,47,0.00011724137931034482
34,48,0.00046551724137931035
34,49,0.00011724137931034482
34,50,0.00023793103448275862
34,51,0.0
34,52,0.00022758620689655173
34,53,0.0
34,54,0.0
34,55,0.0
34,57,0.00011379310344827586
34,58,0.0001206896551724138
34,59,0.0
34,60,0.0
34,61,0.0
34,63,0.0
34,65,0.0001206896551724138
34,67,0.0
34,68,0.0
34,69,0.0
34,71,0.0
34,73,0.0
34,76,0.0
34,82,0.0
34,87,0.0
34,93,0.0
34,96,0.0
34,97,0.0
34,98,0.0019586206896551723
34,99,0.00022758620689655173
34,100,0.0001206896551724138
34,108,0.00047931034482758623
34,109,0.0
35,1,0.00019310344827586207
35,2,0.0
35,3,0.0
35,4,0.0
35,5,0.0
35,6,0.0
35,7,0.0
35,8,0.0
35,9,0.0
35,10,0.0001896551724137931
35,11,0.0
35,12,9.999999999999999e-05
35,13,0.0
35,15,0.001013793103448276
35,16,0.0003827586206896552
35,17,0.0004655172413793103
35,18,0.0
35,19,0.00018620689655172415
35,20,0.023462068965517238
35,21,0.0
35,22,0.0
35,23,0.0010344827586206897
35,24,9.999999999999999e-05
35,25,0.0
35,26,0.0
35,27,9.310344827586207e-05
35,28,8.96551724137931e-05
35,29,0.0
35,30,0.0
35,31,0.0
35,33,0.0027448275862068956
35,34,0.04304827586206896
35,35,0.831993103448276
35,36,0.08371034482758617
35,37,0.004706896551724138
35,38,0.0015137931034482758
35,39,0.0010620689655172415
35,40,0.0009275862068965519
35,41,9.310344827586207e-05
35,42,0.0
35,43,0.0
35,45,0.0012137931034482759
35,46,0.00018620689655172415
35,47,9.310344827586207e-05
35,48,0.0
35,49,9.310344827586207e-05
35,50,0.0
35,51,0.0
35,52,0.0
35,53,0.0
35,54,0.0
35,56,0.0
35,58,0.0
35,59,0.0
35,60,0.00019310344827586207
35,61,8.620689655172414e-05
35,63,0.0
35,65,0.0
35,67,0.0
35,69,0.0
35,71,0.0
35,78,0.0
35,79,0.0
35,90,0.0
35,91,0.0
35,93,9.310344827586207e-05
35,96,0.0
35,97,0.0
35,98,9.310344827586207e-05
35,99,0.0007724137931034483
35,100,0.0
35,103,0.0
35,108,9.310344827586207e-05
35,109,0.0
36,1,0.00018275862068965518
36,2,0.0
36,3,0.0
36,4,6.551724137931034e-05
36,5,0.0
36,6,0.00018620689655172415
36,7,0.0
36,8,0.0
36,9,0.0
36,10,0.00012068965517241378
36,11,0.0
36,12,0.00012758620689655174
36,13,0.0
36,15,0.0011310344827586208
36,16,0.00031034482758620686
36,17,0.0011275862068965516
36,18,0.00018620689655172415
36,19,0.0002551724137931035
36,20,0.0071586206896551725
36,21,0.0
36,22,0.00018275862068965518
36,23,0.0010689655172413793
36,24,0.0
36,25,0.00012758620689655174
36,26,0.0
36,27,0.00013103448275862068
36,28,0.000496551724137931
36,29,0.002168965517241379
36,30,0.0
36,31,6.206896551724138e-05
36,33,0.0004965517241379311
36,34,0.001196551724137931
36,35,0.056248275862068986
36,36,0.8561413793103447
36,37,0.050331034482758615
36,38,0.0133
36,39,0.0017793103448275865
36,40,0.0012793103448275863
36,41,0.00019310344827586207
36,42,0.0
36,43,0.0
36,44,0.0
36,45,5.862068965517241e-05
36,46,6.551724137931034e-05
36,47,0.0012482758620689656
36,48,0.00032413793103448275
36,49,0.0
36,50,0.0
36,51,0.00012413793103448277
36,52,0.0003137931034482758
36,53,5.862068965517241e-05
36,54,5.862068965517241e-05
36,55,0.0
36,56,0.0
36,57,0.0
36,58,5.862068965517241e-05
36,60,0.00012758620689655174
36,61,6.206896551724138e-05
36,63,0.00012413793103448277
36,66,0.0
36,67,6.206896551724138e-05
36,69,6.206896551724138e-05
36,71,0.0
36,74,0.0
36,77,0.0
36,78,0.0
36,93,0.0
36,96,0.0
36,97,0.0
36,98,0.0
36,99,0.0008034482758620689
36,100,0.00012068965517241378
36,108,6.206896551724138e-05
36,109,0.0001896551724137931
37,1,0.0003448275862068965
37,2,0.0
37,3,0.0
37,4,4.137931034482758e-05
37,5,0.0
37,6,0.0002655172413793103
37,7,0.0
37,9,0.0
37,10,0.00021379310344827582
37,11,0.0001275862068965517
37,12,0.0
37,13,0.0
37,14,0.0
37,15,0.001162068965517241
37,16,0.0002689655172413793
37,17,0.00042758620689655163
37,18,0.00013103448275862068
37,19,0.0002551724137931034
37,20,0.000889655172413793
37,21,0.0
37,22,0.0001275862068965517
37,23,0.0010586206896551723
37,24,0.00043793103448275863
37,25,0.0
37,26,0.0004310344827586206
37,27,0.00021034482758620687
37,28,0.001817241379310345
37,29,0.0019068965517241383
37,30,4.137931034482758e-05
37,31,0.0
37,32,0.0
37,33,0.0005517241379310345
37,34,0.0014448275862068965
37,35,0.0023931034482758623
37,36,0.034420689655172414
37,37,0.8769103448275861
37,38,0.027268965517241377
37,39,0.023934482758620694
37,40,0.0065206896551724125
37,41,0.0004655172413793103
37,42,0.0003448275862068965
37,43,4.137931034482758e-05
37,44,0.0
37,45,0.0
37,46,0.00013103448275862068
37,47,0.0020758620689655173
37,48,0.005258620689655171
37,49,0.00030344827586206897
37,50,0.00039999999999999996
37,51,0.0002551724137931034
37,52,8.96551724137931e-05
37,53,4.137931034482758e-05
37,54,4.482758620689655e-05
37,55,4.137931034482758e-05
37,56,4.482758620689655e-05
37,57,0.0
37,58,0.0005103448275862068
37,59,0.0
37,60,4.137931034482758e-05
37,61,0.0
37,63,0.0
37,64,0.0
37,65,0.0005689655172413792
37,66,4.8275862068965517e-05
37,67,0.0003034482758620689
37,68,4.137931034482758e-05
37,69,0.00021379310344827584
37,70,0.00034827586206896547
37,71,0.0001275862068965517
37,72,4.137931034482758e-05
37,73,0.0
37,74,0.0
37,75,0.0
37,78,0.0
37,79,0.0
37,80,0.0
37,81,0.0
37,82,0.0
37,86,0.0
37,87,0.0
37,89,0.0
37,90,0.0
37,92,0.0
37,93,4.137931034482758e-05
37,96,4.482758620689655e-05
37,97,0.0
37,98,0.00012413793103448277
37,99,0.0022413793103448275
37,100,0.001706896551724138
37,101,0.0003517241379310344
37,103,0.0
37,108,8.275862068965516e-05
37,109,4.137931034482758e-05
38,1,0.0
38,5,0.0
38,6,0.0
38,11,0.0
38,12,0.00010689655172413792
38,13,0.0
38,15,0.00021034482758620687
38,16,0.0
38,17,0.0003172413793103448
38,18,0.0
38,19,0.0
38,20,0.0023448275862068967
38,21,0.0
38,22,0.00021379310344827584
38,23,0.0009724137931034481
38,24,0.0013034482758620689
38,25,0.0001103448275862069
38,26,0.00022068965517241379
38,27,0.002982758620689655
38,28,0.003082758620689656
38,29,0.041396551724137934
38,30,0.0
38,32,0.0
38,33,0.0004206896551724138
38,34,0.0021448275862068966
38,35,0.0011793103448275862
38,36,0.022672413793103443
38,37,0.06726896551724139
38,38,0.8195482758620691
38,39,0.025606896551724132
38,40,0.0029620689655172417
38,41,0.0003172413793103448
38,42,0.0003344827586206897
38,43,0.0
38,46,0.0
38,47,0.0
38,48,0.00010689655172413792
38,49,0.00032068965517241375
38,50,0.0
38,51,0.0
38,52,0.00010344827586206896
38,54,0.00021034482758620687
38,55,0.00010689655172413792
38,58,0.00010344827586206896
38,63,0.0
38,65,0.00020689655172413793
38,67,0.0
38,68,0.0
38,70,0.0001103448275862069
38,81,0.0
38,93,0.0
38,98,0.0
38,99,0.0030034482758620694
38,100,0.0
38,108,0.0
38,109,0.0
39,1,0.0
39,3,0.0
39,4,0.0
39,6,9.655172413793103e-05
39,8,0.0
39,9,0.0
39,10,9.655172413793103e-05
39,11,0.0
39,12,0.00010344827586206896
39,13,0.0
39,14,9.310344827586207e-05
39,15,0.00018620689655172415
39,16,9.655172413793103e-05
39,17,0.00028275862068965514
39,18,8.96551724137931e-05
39,19,0.0
39,20,9.655172413793103e-05
39,21,0.0
39,22,0.0
39,23,0.0008482758620689655
39,24,0.0
39,25,0.0
39,26,0.0004620689655172414
39,27,0.00019310344827586207
39,28,0.0009344827586206897
39,29,0.0008448275862068964
39,30,0.00010344827586206896
39,32,0.0
39,33,0.00046551724137931035
39,34,9.655172413793103e-05
39,35,0.0006275862068965517
39,36,0.0018517241379310346
39,37,0.04944482758620689
39,38,0.019427586206896552
39,39,0.8257241379310346
39,40,0.08802413793103447
39,41,0.0003689655172413793
39,42,0.00028275862068965514
39,43,0.0001896551724137931
39,44,0.0
39,45,0.0
39,46,8.96551724137931e-05
39,47,0.0
39,48,0.0015827586206896554
39,49,0.0
39,50,0.0001793103448275862
39,51,0.00010344827586206896
39,52,0.0
39,53,9.310344827586207e-05
39,54,0.00026551724137931036
39,57,0.0
39,58,9.310344827586207e-05
39,60,0.0
39,63,0.0
39,65,0.00028620689655172414
39,66,0.0
39,67,0.0
39,68,0.0
39,69,0.0
39,70,0.0
39,71,0.0
39,72,0.0
39,93,9.999999999999999e-05
39,94,0.0
39,97,0.0
39,98,0.0
39,99,0.0059931034482758605
39,100,0.0
39,108,9.310344827586207e-05
39,109,9.310344827586207e-05
40,1,0.0006931034482758621
40,3,0.00010344827586206896
40,4,0.0
40,6,0.0
40,9,9.999999999999999e-05
40,10,0.0
40,11,0.0
40,14,0.0
40,15,0.0003172413793103448
40,16,9.999999999999999e-05
40,17,0.0004103448275862069
40,18,0.00010344827586206896
40,19,0.0
40,20,0.0003
40,21,0.00010344827586206896
40,22,0.0
40,23,0.0005137931034482759
40,24,0.0
40,25,0.0
40,26,0.00019999999999999998
40,27,0.0004034482758620689
40,28,0.0003
40,29,0.00028620689655172414
40,30,9.310344827586207e-05
40,33,0.0004103448275862069
40,34,0.0005034482758620691
40,35,0.001003448275862069
40,36,0.0017103448275862072
40,37,0.014851724137931035
40,38,0.002527586206896552
40,39,0.0930758620689655
40,40,0.8181275862068963
40,41,0.0011137931034482758
40,42,0.0006172413793103448
40,43,0.00041034482758620685
40,44,0.0
40,46,0.0
40,47,9.999999999999999e-05
40,48,0.00020344827586206895
40,49,0.00020689655172413793
40,50,0.0
40,51,0.0010413793103448276
40,52,0.0
40,54,0.0024517241379310344
40,55,0.0
40,56,0.0
40,57,0.0
40,58,0.0
40,59,0.0
40,60,0.0
40,61,0.0
40,62,9.999999999999999e-05
40,63,0.0
40,66,0.0
40,67,0.00021034482758620687
40,68,0.0
40,69,0.00020344827586206895
40,70,0.0
40,71,0.00042068965517241374
40,72,0.0
40,73,0.0
40,74,0.0
40,75,0.0
40,90,0.0
40,93,0.0
40,96,0.0
40,97,0.0
40,98,9.999999999999999e-05
40,99,0.055882758620689636
40,100,0.00019999999999999998
40,108,0.00019999999999999998
40,109,0.0003068965517241379
40,110,0.0
41,3,0.0
41,9,0.0
41,11,0.0
41,13,0.0
41,15,0.0004517241379310345
41,16,0.0
41,17,0.0
41,18,0.0001586206896551724
41,19,0.0
41,20,0.00016206896551724137
41,21,0.0
41,22,0.0
41,23,0.0
41,24,0.0
41,25,0.0
41,26,0.0
41,27,0.0
41,28,0.0001586206896551724
41,29,0.0
41,30,0.0
41,32,0.0
41,33,0.0003172413793103448
41,34,0.00015172413793103449
41,35,0.0
41,36,0.00016206896551724137
41,37,0.002006896551724138
41,38,0.0003
41,39,0.0007551724137931033
41,40,0.0010758620689655172
41,41,0.8822413793103447
41,42,0.04657931034482758
41,43,0.0018448275862068964
41,44,0.0
41,46,0.0
41,47,0.0
41,48,0.00015172413793103449
41,49,0.0
41,51,0.0004586206896551724
41,52,0.0
41,53,0.00014482758620689654
41,54,0.0053896551724137935
41,55,0.0
41,56,0.0
41,57,0.0
41,58,0.0
41,59,0.0003103448275862069
41,60,0.0
41,61,0.00015517241379310343
